id+,days_since_purchase,frequency,revenue,log_days_since_purchase,log_frequency,log_revenue,Cluster_Prediction,segment,country,country_clean
CN1139226,148,2,57144.00,5.00,1.10,10.95,0,can not lose,CN,China
CN1141176,120,1,19962.00,4.80,0.69,9.90,2,may lose,CN,China
CN1143066,141,2,22308.00,4.96,1.10,10.01,2,may lose,CN,China
CN1143480,211,1,176106.00,5.36,0.69,12.08,0,can not lose,CN,China
CN1148178,43,4,44640.00,3.78,1.61,10.71,4,new customers with low buying ability,CN,China
CN1163112,232,1,69096.00,5.45,0.69,11.14,0,can not lose,CN,China
CN1167102,106,1,15606.00,4.67,0.69,9.66,2,may lose,CN,China
CN1168398,162,1,346584.00,5.09,0.69,12.76,5,need bring back,CN,China
CN1173396,267,1,73230.00,5.59,0.69,11.20,0,can not lose,CN,China
CN1177722,295,1,173382.00,5.69,0.69,12.06,0,can not lose,CN,China
CN1178694,309,1,69060.00,5.74,0.69,11.14,0,can not lose,CN,China
CN1180662,253,2,138210.00,5.54,1.10,11.84,0,can not lose,CN,China
CN1181862,218,1,20328.00,5.39,0.69,9.92,2,may lose,CN,China
CN1189968,204,4,292740.00,5.32,1.61,12.59,5,need bring back,CN,China
CN1191054,169,1,11160.00,5.14,0.69,9.32,2,may lose,CN,China
CN1192152,316,1,68784.00,5.76,0.69,11.14,0,can not lose,CN,China
CN1193508,127,1,173340.00,4.85,0.69,12.06,0,can not lose,CN,China
CN1196682,337,1,27732.00,5.82,0.69,10.23,2,may lose,CN,China
CN1198044,302,2,69492.00,5.71,1.10,11.15,0,can not lose,CN,China
CN1200114,183,1,13842.00,5.21,0.69,9.54,2,may lose,CN,China
CN1200612,22,1,11148.00,3.14,0.69,9.32,4,new customers with low buying ability,CN,China
CN1203414,15,29,748098.00,2.77,3.40,13.53,1,new customers with high buying ability,CN,China
CN1204224,15,7,111648.00,2.77,2.08,11.62,4,new customers with low buying ability,CN,China
CN1205442,218,2,877980.00,5.39,1.10,13.69,5,need bring back,CN,China
CN1205856,267,1,41802.00,5.59,0.69,10.64,2,may lose,CN,China
CN1207086,197,1,20328.00,5.29,0.69,9.92,2,may lose,CN,China
CN1207620,344,1,75852.00,5.84,0.69,11.24,0,can not lose,CN,China
CN1212696,351,3,87300.00,5.86,1.39,11.38,0,can not lose,CN,China
CN1214124,22,5,514308.00,3.14,1.79,13.15,1,new customers with high buying ability,CN,China
CN1214748,232,1,73212.00,5.45,0.69,11.20,0,can not lose,CN,China
CN1216122,260,1,13158.00,5.56,0.69,9.48,2,may lose,CN,China
CN1217886,78,2,25776.00,4.37,1.10,10.16,2,may lose,CN,China
CN1218528,281,1,173340.00,5.64,0.69,12.06,0,can not lose,CN,China
CN1220040,141,2,38142.00,4.96,1.10,10.55,2,may lose,CN,China
CN1224996,85,9,137910.00,4.45,2.30,11.83,4,new customers with low buying ability,CN,China
CN2444538,309,1,69060.00,5.74,0.69,11.14,0,can not lose,CN,China
CN2446968,239,5,477936.00,5.48,1.79,13.08,5,need bring back,CN,China
CN2450862,274,1,42444.00,5.62,0.69,10.66,2,may lose,CN,China
CN2452476,99,15,55498200.00,4.61,2.77,17.83,3,champions,CN,China
CN2454666,288,1,176106.00,5.67,0.69,12.08,0,can not lose,CN,China
CN2455674,309,1,173292.00,5.74,0.69,12.06,0,can not lose,CN,China
CN2455854,43,1,15954.00,3.78,0.69,9.68,2,may lose,CN,China
CN2456490,8,1,303522.00,2.20,0.69,12.62,1,new customers with high buying ability,CN,China
CN2459598,141,2,346674.00,4.96,1.10,12.76,5,need bring back,CN,China
CN2464740,246,2,84246.00,5.51,1.10,11.34,0,can not lose,CN,China
CN2466000,302,1,20328.00,5.71,0.69,9.92,2,may lose,CN,China
CN2478306,281,2,146406.00,5.64,1.10,11.89,0,can not lose,CN,China
CN2485350,113,2,67740.00,4.74,1.10,11.12,0,can not lose,CN,China
CN2490192,15,18,548760.00,2.77,2.94,13.22,1,new customers with high buying ability,CN,China
CN2490528,260,1,83604.00,5.56,0.69,11.33,0,can not lose,CN,China
CN2496786,29,14,232584.00,3.40,2.71,12.36,1,new customers with high buying ability,CN,China
CN2497614,43,2,21648.00,3.78,1.10,9.98,4,new customers with low buying ability,CN,China
CN2499720,22,5,2186148.00,3.14,1.79,14.60,1,new customers with high buying ability,CN,China
CN2501388,309,1,18972.00,5.74,0.69,9.85,2,may lose,CN,China
CN2510010,232,1,144000.00,5.45,0.69,11.88,0,can not lose,CN,China
CN2514408,232,4,516552.00,5.45,1.61,13.15,5,need bring back,CN,China
CN2518758,1,160,16635168.00,0.69,5.08,16.63,3,champions,CN,China
CN2520036,274,1,83568.00,5.62,0.69,11.33,0,can not lose,CN,China
CN2520654,85,3,58338.00,4.45,1.39,10.97,4,new customers with low buying ability,CN,China
CN2521026,344,1,49410.00,5.84,0.69,10.81,2,may lose,CN,China
CN2523870,330,2,166992.00,5.80,1.10,12.03,0,can not lose,CN,China
CN2679438,274,1,18996.00,5.62,0.69,9.85,2,may lose,CN,China
CN2689350,260,1,254934.00,5.56,0.69,12.45,0,can not lose,CN,China
CN2705532,295,2,115440.00,5.69,1.10,11.66,0,can not lose,CN,China
CN2707686,253,1,83604.00,5.54,0.69,11.33,0,can not lose,CN,China
CN2708910,8,1,69042.00,2.20,0.69,11.14,4,new customers with low buying ability,CN,China
CN2780454,358,1,173250.00,5.88,0.69,12.06,0,can not lose,CN,China
CN2780874,127,2,138174.00,4.85,1.10,11.84,0,can not lose,CN,China
CN2793528,288,1,20328.00,5.67,0.69,9.92,2,may lose,CN,China
CN2808510,288,1,173382.00,5.67,0.69,12.06,0,can not lose,CN,China
CN2813802,8,72,1375194.00,2.20,4.29,14.13,3,champions,CN,China
CN2830602,274,1,84888.00,5.62,0.69,11.35,0,can not lose,CN,China
CN2832102,64,2,32292.00,4.17,1.10,10.38,4,new customers with low buying ability,CN,China
CN2841258,183,3,10566.00,5.21,1.39,9.27,2,may lose,CN,China
CN2846532,309,1,10722.00,5.74,0.69,9.28,2,may lose,CN,China
CN2851926,267,1,49470.00,5.59,0.69,10.81,2,may lose,CN,China
CN2852202,78,1,13188.00,4.37,0.69,9.49,2,may lose,CN,China
CN2958144,36,3,32004.00,3.61,1.39,10.37,4,new customers with low buying ability,CN,China
CN2964552,50,2,25938.00,3.93,1.10,10.16,4,new customers with low buying ability,CN,China
CN2964624,43,4,58806.00,3.78,1.61,10.98,4,new customers with low buying ability,CN,China
CN2966922,351,1,73140.00,5.86,0.69,11.20,0,can not lose,CN,China
CN2967492,365,1,18972.00,5.90,0.69,9.85,2,may lose,CN,China
CN2972070,225,1,136248.00,5.42,0.69,11.82,0,can not lose,CN,China
CN2976972,1,14,204384.00,0.69,2.71,12.23,1,new customers with high buying ability,CN,China
CN2980836,260,1,18990.00,5.56,0.69,9.85,2,may lose,CN,China
CN2983662,176,5,100398.00,5.18,1.79,11.52,0,can not lose,CN,China
CN2993532,15,10,1176960.00,2.77,2.40,13.98,1,new customers with high buying ability,CN,China
CN2994942,232,1,14916.00,5.45,0.69,9.61,2,may lose,CN,China
CN2995128,239,3,519882.00,5.48,1.39,13.16,5,need bring back,CN,China
CN2996100,120,2,38070.00,4.80,1.10,10.55,2,may lose,CN,China
CN2997030,281,1,223092.00,5.64,0.69,12.32,0,can not lose,CN,China
CN3058266,232,1,11166.00,5.45,0.69,9.32,2,may lose,CN,China
CN3095538,148,1,19164.00,5.00,0.69,9.86,2,may lose,CN,China
CN3096222,183,2,40656.00,5.21,1.10,10.61,2,may lose,CN,China
CN3096942,85,11,210384.00,4.45,2.48,12.26,5,need bring back,CN,China
CN3099060,15,1,69042.00,2.77,0.69,11.14,4,new customers with low buying ability,CN,China
CN3100092,85,4,55926.00,4.45,1.61,10.93,4,new customers with low buying ability,CN,China
CN3100332,204,1,13164.00,5.32,0.69,9.49,2,may lose,CN,China
CN3100464,162,1,174432.00,5.09,0.69,12.07,0,can not lose,CN,China
CN3105750,29,1,303366.00,3.40,0.69,12.62,4,new customers with low buying ability,CN,China
CN3106812,15,3,40692.00,2.77,1.39,10.61,4,new customers with low buying ability,CN,China
CN3107244,211,1,81372.00,5.36,0.69,11.31,0,can not lose,CN,China
CN3109002,344,1,24510.00,5.84,0.69,10.11,2,may lose,CN,China
CN3111978,267,1,41802.00,5.59,0.69,10.64,2,may lose,CN,China
CN3112146,351,1,74208.00,5.86,0.69,11.21,0,can not lose,CN,China
CN3112758,253,1,38172.00,5.54,0.69,10.55,2,may lose,CN,China
CN3115140,15,18,288126.00,2.77,2.94,12.57,1,new customers with high buying ability,CN,China
CN3115638,204,6,86562.00,5.32,1.95,11.37,0,can not lose,CN,China
CN3116358,267,1,74442.00,5.59,0.69,11.22,0,can not lose,CN,China
CN3117186,365,1,20328.00,5.90,0.69,9.92,2,may lose,CN,China
CN3117222,288,1,42444.00,5.67,0.69,10.66,2,may lose,CN,China
CN3119262,22,9,220188.00,3.14,2.30,12.30,1,new customers with high buying ability,CN,China
CN3120288,127,2,352488.00,4.85,1.10,12.77,5,need bring back,CN,China
CN3122910,246,1,10620.00,5.51,0.69,9.27,2,may lose,CN,China
CN3123414,22,1,15492.00,3.14,0.69,9.65,4,new customers with low buying ability,CN,China
CN3217056,148,1,40656.00,5.00,0.69,10.61,2,may lose,CN,China
CN3303354,337,2,125256.00,5.82,1.10,11.74,0,can not lose,CN,China
CN3304188,183,9,794460.00,5.21,2.30,13.59,5,need bring back,CN,China
CN3304230,148,1,19164.00,5.00,0.69,9.86,2,may lose,CN,China
CN3305904,127,1,19080.00,4.85,0.69,9.86,2,may lose,CN,China
CN3306426,15,14,210282.00,2.77,2.71,12.26,1,new customers with high buying ability,CN,China
CN3306720,92,1,69042.00,4.53,0.69,11.14,0,can not lose,CN,China
CN3306930,211,1,250662.00,5.36,0.69,12.43,0,can not lose,CN,China
CN3327792,358,1,74250.00,5.88,0.69,11.22,0,can not lose,CN,China
CN3330558,351,1,43260.00,5.86,0.69,10.68,2,may lose,CN,China
CN3332370,71,1,15348.00,4.28,0.69,9.64,2,may lose,CN,China
CN3332574,64,7,292422.00,4.17,2.08,12.59,5,need bring back,CN,China
CN3332718,15,17,272184.00,2.77,2.89,12.51,1,new customers with high buying ability,CN,China
CN3334428,57,1,11154.00,4.06,0.69,9.32,2,may lose,CN,China
CN3334734,1,2,138030.00,0.69,1.10,11.84,4,new customers with low buying ability,CN,China
CN3334788,29,4,68970.00,3.40,1.61,11.14,4,new customers with low buying ability,CN,China
CN3334842,134,1,18972.00,4.91,0.69,9.85,2,may lose,CN,China
CN3336192,365,1,76530.00,5.90,0.69,11.25,0,can not lose,CN,China
CN3336384,211,1,127398.00,5.36,0.69,11.76,0,can not lose,CN,China
CN3336390,169,2,29598.00,5.14,1.10,10.30,2,may lose,CN,China
CN3367452,330,1,15192.00,5.80,0.69,9.63,2,may lose,CN,China
CN3368520,120,4,77574.00,4.80,1.61,11.26,0,can not lose,CN,China
CN3368568,225,1,176196.00,5.42,0.69,12.08,0,can not lose,CN,China
CN3369684,71,1,140664.00,4.28,0.69,11.85,4,new customers with low buying ability,CN,China
CN3369774,204,2,40656.00,5.32,1.10,10.61,2,may lose,CN,China
CN3370626,134,2,244092.00,4.91,1.10,12.41,0,can not lose,CN,China
CN3371754,36,1,13842.00,3.61,0.69,9.54,2,may lose,CN,China
CN3372204,358,1,42378.00,5.88,0.69,10.65,2,may lose,CN,China
CN3375318,337,1,20328.00,5.82,0.69,9.92,2,may lose,CN,China
CN3375534,141,1,463122.00,4.96,0.69,13.05,5,need bring back,CN,China
CN3376050,246,4,282120.00,5.51,1.61,12.55,0,can not lose,CN,China
CN3438060,295,1,10098.00,5.69,0.69,9.22,2,may lose,CN,China
CN3440004,85,3,0.00,4.45,1.39,0.00,2,may lose,CN,China
CN3440592,29,14,239922.00,3.40,2.71,12.39,1,new customers with high buying ability,CN,China
CN3441984,155,3,60984.00,5.05,1.39,11.02,0,can not lose,CN,China
CN3448212,106,8,990252.00,4.67,2.20,13.81,5,need bring back,CN,China
CN3448530,22,3,50850.00,3.14,1.39,10.84,4,new customers with low buying ability,CN,China
CN3448998,71,5,291054.00,4.28,1.79,12.58,5,need bring back,CN,China
CN3512106,183,2,138972.00,5.21,1.10,11.84,0,can not lose,CN,China
CN3512460,295,1,20328.00,5.69,0.69,9.92,2,may lose,CN,China
CN3512472,211,4,208812.00,5.36,1.61,12.25,0,can not lose,CN,China
CN3513132,176,1,15840.00,5.18,0.69,9.67,2,may lose,CN,China
CN3543492,316,1,69060.00,5.76,0.69,11.14,0,can not lose,CN,China
CN3543744,85,5,62748.00,4.45,1.79,11.05,4,new customers with low buying ability,CN,China
CN3544404,29,3,39828.00,3.40,1.39,10.59,4,new customers with low buying ability,CN,China
CN3546798,232,4,77280.00,5.45,1.61,11.26,0,can not lose,CN,China
CN3548082,29,1,69006.00,3.40,0.69,11.14,4,new customers with low buying ability,CN,China
CN3548826,288,1,82668.00,5.67,0.69,11.32,0,can not lose,CN,China
CN3586548,225,1,45414.00,5.42,0.69,10.72,2,may lose,CN,China
CN3586776,127,2,62790.00,4.85,1.10,11.05,0,can not lose,CN,China
CN3587040,15,5,92652.00,2.77,1.79,11.44,4,new customers with low buying ability,CN,China
CN3588234,92,2,43362.00,4.53,1.10,10.68,2,may lose,CN,China
CN3588504,218,1,81840.00,5.39,0.69,11.31,0,can not lose,CN,China
CN3590118,148,8,151944.00,5.00,2.20,11.93,0,can not lose,CN,China
CN3591948,22,38,869028.00,3.14,3.66,13.68,1,new customers with high buying ability,CN,China
CN3621318,190,5,672276.00,5.25,1.79,13.42,5,need bring back,CN,China
CN3623700,309,1,30324.00,5.74,0.69,10.32,2,may lose,CN,China
CN3658170,141,3,866472.00,4.96,1.39,13.67,5,need bring back,CN,China
CN3658782,127,1,20226.00,4.85,0.69,9.91,2,may lose,CN,China
CN3662310,92,1,69042.00,4.53,0.69,11.14,0,can not lose,CN,China
CN3662418,22,2,476526.00,3.14,1.10,13.07,1,new customers with high buying ability,CN,China
CN3761676,15,1,173250.00,2.77,0.69,12.06,4,new customers with low buying ability,CN,China
CN3761736,36,2,43086.00,3.61,1.10,10.67,4,new customers with low buying ability,CN,China
CN3761820,211,6,916308.00,5.36,1.95,13.73,5,need bring back,CN,China
CN3762216,288,1,74364.00,5.67,0.69,11.22,0,can not lose,CN,China
CN3762378,22,10,135822.00,3.14,2.40,11.82,4,new customers with low buying ability,CN,China
CN3762390,218,2,83988.00,5.39,1.10,11.34,0,can not lose,CN,China
CN3762726,22,1,58176.00,3.14,0.69,10.97,4,new customers with low buying ability,CN,China
CN3849846,253,4,339600.00,5.54,1.61,12.74,5,need bring back,CN,China
CN3854418,15,2,955782.00,2.77,1.10,13.77,1,new customers with high buying ability,CN,China
CN3854622,225,1,45414.00,5.42,0.69,10.72,2,may lose,CN,China
CN3855174,15,1,303522.00,2.77,0.69,12.62,4,new customers with low buying ability,CN,China
CN3855618,351,2,40656.00,5.86,1.10,10.61,2,may lose,CN,China
CN3905670,15,1,69042.00,2.77,0.69,11.14,4,new customers with low buying ability,CN,China
CN3914568,330,1,69024.00,5.80,0.69,11.14,0,can not lose,CN,China
CN3950376,288,1,10614.00,5.67,0.69,9.27,2,may lose,CN,China
CN3951018,358,1,20328.00,5.88,0.69,9.92,2,may lose,CN,China
CN3951126,225,2,122028.00,5.42,1.10,11.71,0,can not lose,CN,China
CN3951954,8,46,649686.00,2.20,3.85,13.38,1,new customers with high buying ability,CN,China
CN3951972,71,1,309006.00,4.28,0.69,12.64,5,need bring back,CN,China
CN3999732,365,1,24300.00,5.90,0.69,10.10,2,may lose,CN,China
CN4001052,337,1,70038.00,5.82,0.69,11.16,0,can not lose,CN,China
CN4001736,127,3,37548.00,4.85,1.39,10.53,2,may lose,CN,China
CN4014792,281,2,98682.00,5.64,1.10,11.50,0,can not lose,CN,China
CN4027728,85,1,13188.00,4.45,0.69,9.49,2,may lose,CN,China
CN4027776,43,1,69024.00,3.78,0.69,11.14,4,new customers with low buying ability,CN,China
CN4028628,316,1,15162.00,5.76,0.69,9.63,2,may lose,CN,China
CN4028736,295,3,700596.00,5.69,1.39,13.46,5,need bring back,CN,China
CN4029636,36,2,26004.00,3.61,1.10,10.17,4,new customers with low buying ability,CN,China
CN4030818,15,13,328134.00,2.77,2.64,12.70,1,new customers with high buying ability,CN,China
CN4030902,183,1,20328.00,5.21,0.69,9.92,2,may lose,CN,China
CN4033056,141,2,40656.00,4.96,1.10,10.61,2,may lose,CN,China
CN4077546,218,20,2749038.00,5.39,3.04,14.83,5,need bring back,CN,China
CN4078608,351,1,74208.00,5.86,0.69,11.21,0,can not lose,CN,China
CN4080420,141,1,20328.00,4.96,0.69,9.92,2,may lose,CN,China
CN4080828,50,1,13836.00,3.93,0.69,9.54,2,may lose,CN,China
CN4088712,36,21,582048.00,3.61,3.09,13.27,1,new customers with high buying ability,CN,China
CN4144962,337,1,13836.00,5.82,0.69,9.54,2,may lose,CN,China
CN4145598,176,1,20328.00,5.18,0.69,9.92,2,may lose,CN,China
CN4146450,260,2,254844.00,5.56,1.10,12.45,0,can not lose,CN,China
CN4148220,351,2,222708.00,5.86,1.10,12.31,0,can not lose,CN,China
CN4148292,8,21,773370.00,2.20,3.09,13.56,1,new customers with high buying ability,CN,China
CN4148916,239,2,621366.00,5.48,1.10,13.34,5,need bring back,CN,China
CN4149072,106,1,19824.00,4.67,0.69,9.89,2,may lose,CN,China
CN4159182,1,154,5398788.00,0.69,5.04,15.50,3,champions,CN,China
CN4203018,351,1,11076.00,5.86,0.69,9.31,2,may lose,CN,China
CN4204326,211,1,42462.00,5.36,0.69,10.66,2,may lose,CN,China
CN4204446,162,1,69060.00,5.09,0.69,11.14,0,can not lose,CN,China
CN4204776,204,3,56490.00,5.32,1.39,10.94,0,can not lose,CN,China
CN4207146,1,4,866556.00,0.69,1.61,13.67,1,new customers with high buying ability,CN,China
CN4269576,281,1,42444.00,5.64,0.69,10.66,2,may lose,CN,China
CN4269600,288,3,573072.00,5.67,1.39,13.26,5,need bring back,CN,China
CN4273734,267,1,69114.00,5.59,0.69,11.14,0,can not lose,CN,China
CN4273932,253,1,20328.00,5.54,0.69,9.92,2,may lose,CN,China
CN4274838,183,1,18990.00,5.21,0.69,9.85,2,may lose,CN,China
CN4337862,295,2,60564.00,5.69,1.10,11.01,0,can not lose,CN,China
CN4338126,225,1,43164.00,5.42,0.69,10.67,2,may lose,CN,China
CN4338852,43,2,661428.00,3.78,1.10,13.40,5,need bring back,CN,China
CN4338972,232,1,176196.00,5.45,0.69,12.08,0,can not lose,CN,China
CN4339188,204,1,41778.00,5.32,0.69,10.64,2,may lose,CN,China
CN4339668,1,3,3258852.00,0.69,1.39,15.00,3,champions,CN,China
CN4340022,260,2,348666.00,5.56,1.10,12.76,0,can not lose,CN,China
CN4340544,288,1,174162.00,5.67,0.69,12.07,0,can not lose,CN,China
CN4341492,29,4,345228.00,3.40,1.61,12.75,1,new customers with high buying ability,CN,China
CN4413582,85,2,31878.00,4.45,1.10,10.37,2,may lose,CN,China
CN4414764,267,1,20328.00,5.59,0.69,9.92,2,may lose,CN,China
CN4424754,22,20,8572146.00,3.14,3.04,15.96,3,champions,CN,China
CN4444392,239,1,69096.00,5.48,0.69,11.14,0,can not lose,CN,China
CN4444836,239,1,42468.00,5.48,0.69,10.66,2,may lose,CN,China
CN4468842,113,1,39966.00,4.74,0.69,10.60,2,may lose,CN,China
CN600018,295,1,173382.00,5.69,0.69,12.06,0,can not lose,CN,China
CN600972,134,1,20328.00,4.91,0.69,9.92,2,may lose,CN,China
CN602046,57,18,6524526.00,4.06,2.94,15.69,3,champions,CN,China
CN605376,351,1,20328.00,5.86,0.69,9.92,2,may lose,CN,China
CN607218,15,38,8638794.00,2.77,3.66,15.97,3,champions,CN,China
CN607590,316,2,40656.00,5.76,1.10,10.61,2,may lose,CN,China
CN607740,211,2,698082.00,5.36,1.10,13.46,5,need bring back,CN,China
CN607926,274,1,83568.00,5.62,0.69,11.33,0,can not lose,CN,China
CN613596,239,2,560658.00,5.48,1.10,13.24,5,need bring back,CN,China
CN614880,148,1,1138872.00,5.00,0.69,13.95,5,need bring back,CN,China
CN614958,358,1,24498.00,5.88,0.69,10.11,2,may lose,CN,China
CN615084,295,1,42444.00,5.69,0.69,10.66,2,may lose,CN,China
CN616200,29,2,40296.00,3.40,1.10,10.60,4,new customers with low buying ability,CN,China
CN616380,64,4,221340.00,4.17,1.61,12.31,5,need bring back,CN,China
CN618228,15,1,70476.00,2.77,0.69,11.16,4,new customers with low buying ability,CN,China
CN622710,1,168,7342092.00,0.69,5.13,15.81,3,champions,CN,China
CN622788,57,2,56028.00,4.06,1.10,10.93,4,new customers with low buying ability,CN,China
CN625164,176,1,173292.00,5.18,0.69,12.06,0,can not lose,CN,China
CN625926,246,1,18990.00,5.51,0.69,9.85,2,may lose,CN,China
CN627108,239,1,42024.00,5.48,0.69,10.65,2,may lose,CN,China
CN627246,274,1,173340.00,5.62,0.69,12.06,0,can not lose,CN,China
CN629400,239,1,148800.00,5.48,0.69,11.91,0,can not lose,CN,China
CN630264,330,2,146298.00,5.80,1.10,11.89,0,can not lose,CN,China
CN632118,337,3,76242.00,5.82,1.39,11.24,0,can not lose,CN,China
CN632868,232,1,20328.00,5.45,0.69,9.92,2,may lose,CN,China
CN632904,127,2,27684.00,4.85,1.10,10.23,2,may lose,CN,China
CN633678,190,1,19980.00,5.25,0.69,9.90,2,may lose,CN,China
CN634956,232,3,588960.00,5.45,1.39,13.29,5,need bring back,CN,China
CN636864,197,3,208548.00,5.29,1.39,12.25,0,can not lose,CN,China
CN637674,281,1,18972.00,5.64,0.69,9.85,2,may lose,CN,China
CN638178,316,1,520236.00,5.76,0.69,13.16,5,need bring back,CN,China
CN639348,85,3,77340.00,4.45,1.39,11.26,4,new customers with low buying ability,CN,China
CN640710,15,2,55770.00,2.77,1.10,10.93,4,new customers with low buying ability,CN,China
CN641922,281,1,41778.00,5.64,0.69,10.64,2,may lose,CN,China
CN642000,351,1,113778.00,5.86,0.69,11.64,0,can not lose,CN,China
CN643230,225,1,238680.00,5.42,0.69,12.38,0,can not lose,CN,China
CN643368,78,1,19032.00,4.37,0.69,9.85,2,may lose,CN,China
CN644268,246,3,665688.00,5.51,1.39,13.41,5,need bring back,CN,China
CN646416,358,1,175830.00,5.88,0.69,12.08,0,can not lose,CN,China
CN648000,281,1,520020.00,5.64,0.69,13.16,5,need bring back,CN,China
CN648360,239,1,173382.00,5.48,0.69,12.06,0,can not lose,CN,China
CN650550,113,1,10620.00,4.74,0.69,9.27,2,may lose,CN,China
CN651228,211,1,18978.00,5.36,0.69,9.85,2,may lose,CN,China
CN651480,288,1,41790.00,5.67,0.69,10.64,2,may lose,CN,China
CN652482,22,2,89334.00,3.14,1.10,11.40,4,new customers with low buying ability,CN,China
CN653052,78,1,22314.00,4.37,0.69,10.01,2,may lose,CN,China
CN653316,57,1,39924.00,4.06,0.69,10.59,4,new customers with low buying ability,CN,China
CN655782,211,2,151980.00,5.36,1.10,11.93,0,can not lose,CN,China
CN655890,127,1,173340.00,4.85,0.69,12.06,0,can not lose,CN,China
CN661350,15,10,190740.00,2.77,2.40,12.16,1,new customers with high buying ability,CN,China
CN663930,211,1,173340.00,5.36,0.69,12.06,0,can not lose,CN,China
CN664626,260,1,146472.00,5.56,0.69,11.89,0,can not lose,CN,China
CN687126,358,1,11154.00,5.88,0.69,9.32,2,may lose,CN,China
CN687222,183,1,18990.00,5.21,0.69,9.85,2,may lose,CN,China
CN688452,309,1,20328.00,5.74,0.69,9.92,2,may lose,CN,China
CN689004,274,2,219522.00,5.62,1.10,12.30,0,can not lose,CN,China
CN689268,267,1,146454.00,5.59,0.69,11.89,0,can not lose,CN,China
CN690324,176,1,18990.00,5.18,0.69,9.85,2,may lose,CN,China
CN695262,127,4,504192.00,4.85,1.61,13.13,5,need bring back,CN,China
CN697458,316,1,13842.00,5.76,0.69,9.54,2,may lose,CN,China
CN701394,162,1,173292.00,5.09,0.69,12.06,0,can not lose,CN,China
CN728166,64,1,309168.00,4.17,0.69,12.64,5,need bring back,CN,China
CN731436,246,1,21216.00,5.51,0.69,9.96,2,may lose,CN,China
CN755724,15,4,54858.00,2.77,1.61,10.91,4,new customers with low buying ability,CN,China
CN758232,316,1,11160.00,5.76,0.69,9.32,2,may lose,CN,China
CN761334,29,3,54096.00,3.40,1.39,10.90,4,new customers with low buying ability,CN,China
CN762438,211,1,176106.00,5.36,0.69,12.08,0,can not lose,CN,China
CN763572,281,4,243774.00,5.64,1.61,12.40,0,can not lose,CN,China
